Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Looking For .Net Developer,Tech Mahindra,5.0,9.0,Bangalore Rural,"5-8 years of experience in C# with .Net Framework (4.8+), strong in WinForms/WPF, Web s...","LINQ, Webforms, ADO.Net, .net, Azure Devops, SQL Server, Serv, Server",17,https://www.naukri.com/job-listings-looking-for-net-developer-tech-mahindra-bangalore-rural-5-to-7-years-021224003392
Looking For .Net App support,Tech Mahindra,5.0,9.0,Bangalore Rural,Shift timings : 2 pm to 11 pm Location: BLR preferred . Pan India TechM location can be...,"C#, .Net 8 Application support, API support, SQL, Application, .Net, Application support, App Support",17,https://www.naukri.com/job-listings-looking-for-net-app-support-tech-mahindra-bangalore-rural-5-to-8-years-021224003155
Software Development Engineer,Accenture,7.0,,Hyderabad,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","bi, data modeling, oracle bi, database creation, oracle business intelligence, c++, dbms, hibernate",2,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-hyderabad-7-to-12-years-171224915704
Quality Engineer: SAP Automation,IBM,6.0,,Pune,"In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Deliv...","sap, key account management, test strategy, scrum, project coordination, automation framework, test execution, sap testing",3,https://www.naukri.com/job-listings-quality-engineer-sap-automation-ibm-india-pvt-limited-pune-6-to-11-years-151224902222
Sr Advanced Software Engr,Honeywell,12.0,,"Bengaluru, Greater Noida",Senior Advanced Software Engineer Anthem CoE . QUALIFICATION :- Qualification: BE / ME ...,"Networking, Aerospace, System integration, Agile, System design, Simulink, JIRA, MATLAB",14,https://www.naukri.com/job-listings-sr-advanced-software-engr-honeywell-bengaluru-greater-noida-12-to-15-years-051224505353
Quality Engineer (Tester),Accenture,5.0,,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"software testing, test management, functional test planning, test planning, testing methodologies, regression testing, test cases, manual testing",9,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224922418
Application Designer,Accenture,5.0,,Chennai,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"sap, warehouse management, sap ewm, sap s hana, agile, project management, software development, application design",1,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-chennai-5-to-10-years-181224911759
Senior Engineer,Deutsche Bank,3.0,,Bengaluru,Have to work in general shifts from DB Bangalore Premises Your skills and experience Ex...,"COBOL, jms, mq series, oracle, software development, core banking solution, cash management, Core banking",15,https://www.naukri.com/job-listings-senior-engineer-deutsche-bank-ag-bengaluru-3-to-7-years-041224903694
Application Tech Support Practitioner,Accenture,0.0,,Mumbai,Diploma/BE in computer technology with 0-2 years experience in Microsoft Windows Deskto...,"customer service operations, system administration, technical support, desktop management, microsoft windows, antivirus management, server management, networking",12,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-061224920504
SAP - Release Management,Schneider Electric,4.0,,Bengaluru,"Bachelor of Technology, 2 to 4 years of experience . Bachelor of Science, 4 to 6 years ...","Housekeeping, Interpersonal skills, SAP, Software development life cycle, microsoft, Release management, SDLC, Monitoring",0,https://www.naukri.com/job-listings-sap-release-management-schneider-electric-india-pvt-ltd-bengaluru-4-to-6-years-191224500915
Application Developer,Accenture,7.0,,Pune,Educational Qualification : 1 Min 15 years full time education. Summary :As an Applicat...,"oracle, software development, epbcs, software testing, budgeting, python, hyperion essbase, unit testing",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-7-to-12-years-171224915586
Azure Architect - Bangalore,Genpact,10.0,,Bengaluru,"The ideal candidate will also have proven experience in data analysis and management, w...","Azure Certified, azure, Azure Cloud, Iaas, azure architect, Azure Iaas, SQL Azure, Cloud",13,https://www.naukri.com/job-listings-azure-architect-bangalore-genpact-bengaluru-10-to-20-years-240724005453
Quality Engineer (Tester),Accenture,3.0,,Mumbai,Project Role :Quality Engineer (Tester)Project Role Description :Enables full stack sol...,"test management, functional test planning, quality engineering, testing methodologies, code review, software testing, regression testing, test cases",13,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-061224914225
Application Developer,Accenture,7.0,,Pune,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","data services, sap business objects data services, etl, etl process, sap businessobjects, python, sap, oracle",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-7-to-12-years-171224915561
Application Developer,Accenture,3.0,,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development, software testing, microsoft azure, .net, debugging, c#, microsoft technologies, microsoft asp.net",9,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224916126
Tata Elxsi: Functional safety Lead opening,Tata Elxsi,6.0,,"Pune, Bangalore Rural, Thiruvananthapuram",Certification is a plus Functional Safety engineer 3-6 yrs. Good knowledge of function...,"Functional Safety, ISO26262, Fmea, Aspice, ISO, Functional, Safety",17,https://www.naukri.com/job-listings-tata-elxsi-functional-safety-lead-opening-tata-elxsi-pune-bangalore-rural-thiruvananthapuram-6-to-11-years-030124004126
Application Developer,Accenture,5.0,,Mumbai,Educational Qualification : 15 years full time education. Summary :As an Application De...,"python, data analysis, machine learning algorithms, statistics, data munging, algorithms, power bi, dbms",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-171224915137
Application Lead,Accenture,5.0,,Pune,Must have skills : Salesforce Lightning Web Components. Good to have skills : NAProfess...,"css, salesforce lightning, salesforce, design patterns, web development, c#, visualforce, rest",0,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-5-to-10-years-191224913132
Manager - D365 Scm -Ms Dynamics- Advisory,Pricewaterhouse Coopers Private Limited,7.0,,Mumbai,Work onsite with clients to provide high quality advice and deliverables Manage...,"Supply chain management, Performance management, Process improvement, Analytical, Consulting, Dms, SCM, Operations",3,https://www.naukri.com/job-listings-manager-d365-scm-ms-dynamics-advisory-pricewaterhouse-coopers-private-limited-mumbai-7-to-10-years-161224502143
Job Opportunity as a Senior Software Engineer,GEP,4.0,,"Hyderabad, Navi Mumbai, Mumbai (All Areas)","4+ years in software development with expertise in ASP.Net, C#, WCF/Web API, MVC, JavaS...",".Net, Angular, Net Fullstack, Senior, Full Stack, As, Software",1,https://www.naukri.com/job-listings-opportunity-as-a-senior-software-engineer-gep-hyderabad-navi-mumbai-mumbai-all-areas-4-to-7-years-181224014690
Application Lead,Accenture,7.0,,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap, fica, machine learning algorithms, statistics, data munging, python, data analysis, natural language processing",0,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-191224912047
Business and Integration Practitioner,Accenture,7.0,,Mumbai,"Professional Attributes :Good at Client handling Coach, mentor and lead team Demonstrat...","microsoft dynamics, order to cash, procure to pay, general ledger, finance, vendor management, c#, accounts receivable",9,https://www.naukri.com/job-listings-business-and-integration-practitioner-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224921241
Application Developer,Accenture,5.0,,Coimbatore,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","application development, pega marketing, project delivery, troubleshooting, pega, pega prpc, ccsa, rest",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-coimbatore-5-to-10-years-191224912355
Application Developer,Accenture,7.0,,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","sql, software development life cycle, product development, software engineering, agile methodology, project management, python, c++",9,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224914834
Data Engineer,Accenture,3.0,,Mumbai,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","informatica powercenter, data warehousing, data warehouse etl testing, data warehousing concepts, etl process, cloud services, data manipulation, microsoft azure",0,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-191224912564
Application Developer,Accenture,2.0,,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","python, machine learning, machine learning algorithms, statistics, data munging, algorithms, data analysis, power bi",8,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-7-years-111224909505
GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,Accenture,4.0,,Gurugram,Bachelors degree in Engineering with good academic record MBA / Masters degree in Suppl...,"sap, presentation skills, sap s hana, sap consulting, sap hana, management consulting, logistics, digital strategy",1,https://www.naukri.com/job-listings-gn-strategy-mc-sc-o-sc-digital-core-s4-consultant-accenture-solutions-pvt-ltd-gurugram-4-to-8-years-181224918790
Application Developer,Accenture,3.0,,Mumbai,Minimum 3 years experience in Microsoft Dynamics CRM Technical with strong problem-solv...,"software development, unit testing, ms dynamics crm, microsoft dynamics crm technical, crm, c#, python, web services",14,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-051224917543
SAP SD Consultant,Infosys,2.0,,Bengaluru,Job TitleSAP SD Consultant Responsibilities A day in the life of an InfoscionAs part ...,"sap, sap sd, edi, ricefw, idoc, master data, enterprise structure, lsmw",5,https://www.naukri.com/job-listings-sap-sd-consultant-infosys-limited-bengaluru-2-to-3-years-131224921532
Sr. Executive- Quality Documentation,KSB,5.0,,Pune(Shirwal),Professional experience: 5 to 8 years Good organizer,"Dossier Preparation, Report Preparation, Material Test Certificate, QCP, SAP QM, OHSAS 18001, QMS, EMS",7,https://www.naukri.com/job-listings-sr-executive-quality-documentation-ksb-pune-5-to-9-years-121224003309
Application Developer,Accenture,3.0,,Kolkata,Must have skills : Pega MarketingMinimum . 3 year(s) of experience is required Good to ...,"pega prpc, cdh, pega frameworks, pega marketing, pega, ccsa, prpc, architecting",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-kolkata-3-to-8-years-171224915386
Application Lead,Accenture,7.0,,Jaipur,"Project Role Description : Lead the effort to design, build and configure applications,...","sap, sap fi, accounting, sap co, sap pm, workday functional, accounts receivable, accounts payable",2,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-jaipur-7-to-11-years-171224912270
Data Architect,Citiustech,10.0,,"Pune, Chennai, Mumbai (All Areas)","Good to have skills Development / Data analyst: experience SQL, PySpark, Databricks, de...","Azure Databricks, ADB, SQL, Data, Architecture, Data architecture, Microsoft Azure",16,https://www.naukri.com/job-listings-data-architect-citiustech-pune-chennai-mumbai-all-areas-10-to-15-years-031224012453
"Analyst, Intern",Deutsche Bank,0.0,,Mumbai,. We build talented and diverse teams to drive business results and encourage our peopl...,"Business analysis, financial modelling, it strategy, finance, Modeling, Analysis",7,https://www.naukri.com/job-listings-analyst-intern-deutsche-bank-ag-mumbai-0-to-1-years-121224909445
Microsoft Azure Developer - B,Infosys,3.0,,"Hyderabad, Chennai, Bengaluru",Hiring for Microsoft Azure Developer with experience range 2 years & aboveMandatory Sk...,"Azure Data Factory, Azure Synapse, Microsoft Azure, Azure Databricks, Microsoft, Development, Data, Factory",0,https://www.naukri.com/job-listings-microsoft-azure-developer-b-infosys-hyderabad-chennai-bengaluru-3-to-8-years-191224004572
S&C GN CFO&EV -R&C - Consultant,Accenture,4.0,,"Mumbai, Gurugram, Bengaluru",Market r isk m easurement and m anagement - related topics including operational proces...,"risk management, project management, regulatory, presentation skills, business acumen, bloomberg, investment banking, risk consulting",7,https://www.naukri.com/job-listings-s-c-gn-cfo-ev-r-c-consultant-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-4-to-7-years-111224921989
Technical Project Manager,Nokia,10.0,,Chennai,"Software (SWA) comprises the definition, specification, and allocation of requirements ...","Microsoft Azure, Amazon EKS, VMware Tanzu, machine learning, Data streaming, data ingestions, Data, Data Ingestion",1,https://www.naukri.com/job-listings-technical-project-manager-nokia-solutions-and-networks-india-p-ltd-chennai-10-to-15-years-181224910365
Application Developer,Accenture,3.0,,"Hyderabad, Chennai",Must have skills : .NET Full Stack Development. Good to have skills : NAMinimum . 3 yea...,"net fullstack, agile methodology, sql server, angular, .net, css, web services, bootstrap",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-chennai-3-to-8-years-191224917394
Quality Engineering Lead (Test Lead),Accenture,5.0,,Pune,"Applies testing methodologies, principles and processes to define and implement key met...","automation testing, test execution, test engineering, selenium, testing methodologies, software testing, regression testing, cucumber",1,https://www.naukri.com/job-listings-quality-engineering-lead-test-lead-accenture-solutions-pvt-ltd-pune-5-to-9-years-181224911721
